Timestamp,S6I
2021-01-01 09:58:00,41.859
2021-01-01 09:58:30,41.583
2021-01-01 09:59:00,41.497
2021-01-01 09:59:30,42.519
2021-01-01 10:00:00,41.471
2021-01-01 10:00:30,41.418
2021-01-01 10:01:00,41.232
2021-01-01 10:01:30,41.039
2021-01-01 10:02:00,41.447
2021-01-01 10:02:30,40.479
2021-01-01 10:03:00,40.219
2021-01-01 10:03:30,40.095
2021-01-01 10:04:00,38.994
2021-01-01 10:04:30,39.48
2021-01-01 10:05:00,39.763
2021-01-01 10:05:30,41.144
2021-01-01 10:06:00,41.13
2021-01-01 10:06:30,41.464
2021-01-01 10:07:00,41.297
2021-01-01 10:07:30,40.522
2021-01-01 10:08:00,42.093
2021-01-01 10:08:30,40.496
2021-01-01 10:09:00,41.945
2021-01-01 10:09:30,40.205
2021-01-01 10:10:00,40.958
2021-01-01 10:10:30,40.915
2021-01-01 10:11:00,41.139
2021-01-01 10:11:30,41.528
2021-01-01 10:12:00,41.597
2021-01-01 10:12:30,41.845
2021-01-01 10:13:00,42.254
2021-01-01 10:13:30,42.544
2021-01-01 10:14:00,42.358
2021-01-01 10:14:30,41.847
2021-01-01 10:15:00,42.798
2021-01-01 10:15:30,41.03
2021-01-01 10:16:00,41.552
2021-01-01 10:16:30,40.422
2021-01-01 10:17:00,41.716
2021-01-01 10:17:30,41.745
2021-01-01 10:18:00,40.899
2021-01-01 10:18:30,41.128
2021-01-01 10:19:00,40.984
2021-01-01 10:19:30,40.501
2021-01-01 10:20:00,41.097
2021-01-01 10:20:30,41.142
2021-01-01 10:21:00,41.526
2021-01-01 10:21:30,41.311
2021-01-01 10:22:00,41.752
2021-01-01 10:22:30,42.798
2021-01-01 10:23:00,44.251
2021-01-01 10:23:30,44.075
2021-01-01 10:24:00,43.391
2021-01-01 10:24:30,41.278
2021-01-01 10:25:00,39.423
2021-01-01 10:25:30,39.703
2021-01-01 10:26:00,40.667
2021-01-01 10:26:30,42.093
2021-01-01 10:27:00,44.26
2021-01-01 10:27:30,44.111
2021-01-01 10:28:00,44.099
2021-01-01 10:28:30,43.3
2021-01-01 10:29:00,41.824
2021-01-01 10:29:30,40.827
2021-01-01 10:30:00,41.192
2021-01-01 10:30:30,41.099
2021-01-01 10:31:00,42.827
2021-01-01 10:31:30,42.906
2021-01-01 10:32:00,42.916
2021-01-01 10:32:30,43.168
2021-01-01 10:33:00,43.365
2021-01-01 10:33:30,41.857
2021-01-01 10:34:00,41.011
2021-01-01 10:34:30,42.523
2021-01-01 10:35:00,42.874
2021-01-01 10:35:30,42.836
2021-01-01 10:36:00,41.492
2021-01-01 10:36:30,41.395
2021-01-01 10:37:00,42.957
2021-01-01 10:37:30,42.919
2021-01-01 10:38:00,41.206
2021-01-01 10:38:30,41.645
2021-01-01 10:39:00,43.031
2021-01-01 10:39:30,43.209
2021-01-01 10:40:00,42.303
2021-01-01 10:40:30,42.798
2021-01-01 10:41:00,42.857
2021-01-01 10:41:30,41.95
2021-01-01 10:42:00,42.705
2021-01-01 10:42:30,42.629
2021-01-01 10:43:00,43.134
2021-01-01 10:43:30,43.867
2021-01-01 10:44:00,42.734
2021-01-01 10:44:30,40.923
2021-01-01 10:45:00,40.653
2021-01-01 10:45:30,42.764
2021-01-01 10:46:00,42.705
2021-01-01 10:46:30,43.173
2021-01-01 10:47:00,43.081
2021-01-01 10:47:30,43.003
2021-01-01 10:48:00,42.646
2021-01-01 10:48:30,42.544
2021-01-01 10:49:00,42.842
2021-01-01 10:49:30,43.911
2021-01-01 10:50:00,44.078
2021-01-01 10:50:30,42.652
2021-01-01 10:51:00,42.358
2021-01-01 10:51:30,42.538
2021-01-01 10:52:00,43.549
2021-01-01 10:52:30,43.325
2021-01-01 10:53:00,44.224
2021-01-01 10:53:30,43.79
2021-01-01 10:54:00,44.203
2021-01-01 10:54:30,43.596
2021-01-01 10:55:00,43.752
2021-01-01 10:55:30,43.086
2021-01-01 10:56:00,43.272
2021-01-01 10:56:30,43.674
2021-01-01 10:57:00,42.673
2021-01-01 10:57:30,43.191
2021-01-01 10:58:00,43.268
2021-01-01 10:58:30,42.764
2021-01-01 10:59:00,42.882
2021-01-01 10:59:30,43.664
2021-01-01 11:00:00,43.285
2021-01-01 11:00:30,43.894
2021-01-01 11:01:00,43.841
2021-01-01 11:01:30,44.256
2021-01-01 11:02:00,43.854
2021-01-01 11:02:30,43.676
2021-01-01 11:03:00,44.059
2021-01-01 11:03:30,43.693
2021-01-01 11:04:00,44.268
2021-01-01 11:04:30,44.172
2021-01-01 11:05:00,43.729
2021-01-01 11:05:30,43.928
2021-01-01 11:06:00,44.02
2021-01-01 11:06:30,44.169
2021-01-01 11:07:00,44.241
2021-01-01 11:07:30,44.14
2021-01-01 11:08:00,44.265
2021-01-01 11:08:30,43.918
2021-01-01 11:09:00,44.202
2021-01-01 11:09:30,44.063
2021-01-01 11:10:00,43.905
2021-01-01 11:10:30,43.678
2021-01-01 11:11:00,44.436
2021-01-01 11:11:30,44.298
2021-01-01 11:12:00,43.901
2021-01-01 11:12:30,44.066
2021-01-01 11:13:00,43.89
2021-01-01 11:13:30,44.441
2021-01-01 11:14:00,44.027
2021-01-01 11:14:30,44.462
2021-01-01 11:15:00,43.699
2021-01-01 11:15:30,43.843
2021-01-01 11:16:00,43.97
2021-01-01 11:16:30,44.36
2021-01-01 11:17:00,44.352
2021-01-01 11:17:30,44.488
2021-01-01 11:18:00,44.316
2021-01-01 11:18:30,43.945
2021-01-01 11:19:00,44.728
2021-01-01 11:19:30,44.77
2021-01-01 11:20:00,44.31
2021-01-01 11:20:30,43.122
2021-01-01 11:21:00,44.506
2021-01-01 11:21:30,44.223
2021-01-01 11:22:00,44.311
2021-01-01 11:22:30,44.456
2021-01-01 11:23:00,44.226
2021-01-01 11:23:30,44.343
2021-01-01 11:24:00,43.962
