Timestamp,S6I
2021-01-01 00:00:00,41.032
2021-01-01 00:00:30,42.038
2021-01-01 00:01:00,42.049
2021-01-01 00:01:30,41.719
2021-01-01 00:02:00,41.785
2021-01-01 00:02:30,40.131
2021-01-01 00:03:00,40.403
2021-01-01 00:03:30,41.456
2021-01-01 00:04:00,42.349
2021-01-01 00:04:30,42.986
2021-01-01 00:05:00,40.477
2021-01-01 00:05:30,40.713
2021-01-01 00:06:00,40.853
2021-01-01 00:06:30,41.306
2021-01-01 00:07:00,40.513
2021-01-01 00:07:30,40.963
2021-01-01 00:08:00,41.638
2021-01-01 00:08:30,40.98
2021-01-01 00:09:00,40.441
2021-01-01 00:09:30,40.472
2021-01-01 00:10:00,41.99
2021-01-01 00:10:30,40.827
2021-01-01 00:11:00,40.503
2021-01-01 00:11:30,39.508
2021-01-01 00:12:00,38.225
2021-01-01 00:12:30,39.64
2021-01-01 00:13:00,40.706
2021-01-01 00:13:30,38.213
2021-01-01 00:14:00,36.234
2021-01-01 00:14:30,40.477
2021-01-01 00:15:00,38.724
2021-01-01 00:15:30,40.276
2021-01-01 00:16:00,39.625
2021-01-01 00:16:30,39.892
2021-01-01 00:17:00,39.853
2021-01-01 00:17:30,41.259
2021-01-01 00:18:00,40.939
2021-01-01 00:18:30,40.625
2021-01-01 00:19:00,40.689
2021-01-01 00:19:30,41.006
2021-01-01 00:20:00,38.871
2021-01-01 00:20:30,41.659
2021-01-01 00:21:00,41.058
2021-01-01 00:21:30,41.108
2021-01-01 00:22:00,42.317
2021-01-01 00:22:30,43.5
2021-01-01 00:23:00,42.425
2021-01-01 00:23:30,41.139
2021-01-01 00:24:00,42.334
2021-01-01 00:24:30,42.51
2021-01-01 00:25:00,39.495
2021-01-01 00:25:30,40.398
2021-01-01 00:26:00,41.256
2021-01-01 00:26:30,41.247
2021-01-01 00:27:00,39.7
2021-01-01 00:27:30,40.961
2021-01-01 00:28:00,41.395
2021-01-01 00:28:30,41.383
2021-01-01 00:29:00,41.29
2021-01-01 00:29:30,42.343
2021-01-01 00:30:00,41.776
2021-01-01 00:30:30,42.4
2021-01-01 00:31:00,41.182
2021-01-01 00:31:30,42.047
2021-01-01 00:32:00,42.899
2021-01-01 00:32:30,42.508
2021-01-01 00:33:00,41.948
2021-01-01 00:33:30,39.556
2021-01-01 00:34:00,40.582
2021-01-01 00:34:30,42.4
2021-01-01 00:35:00,41.125
2021-01-01 00:35:30,41.959
2021-01-01 00:36:00,42.182
2021-01-01 00:36:30,42.398
2021-01-01 00:37:00,42.47
2021-01-01 00:37:30,41.597
2021-01-01 00:38:00,41.659
2021-01-01 00:38:30,43.001
2021-01-01 00:39:00,43.274
2021-01-01 00:39:30,41.235
2021-01-01 00:40:00,41.909
2021-01-01 00:40:30,42.961
2021-01-01 00:41:00,43.585
2021-01-01 00:41:30,43.257
2021-01-01 00:42:00,41.43
2021-01-01 00:42:30,41.89
2021-01-01 00:43:00,42.413
2021-01-01 00:43:30,42.997
2021-01-01 00:44:00,41.833
2021-01-01 00:44:30,41.559
2021-01-01 00:45:00,40.608
2021-01-01 00:45:30,41.216
2021-01-01 00:46:00,42.015
2021-01-01 00:46:30,43.196
2021-01-01 00:47:00,43.139
2021-01-01 00:47:30,42.334
2021-01-01 00:48:00,43.318
2021-01-01 00:48:30,43.86
2021-01-01 00:49:00,43.134
2021-01-01 00:49:30,43.175
2021-01-01 00:50:00,42.681
2021-01-01 00:50:30,42.241
2021-01-01 00:51:00,43.953
2021-01-01 00:51:30,42.273
2021-01-01 00:52:00,41.661
2021-01-01 00:52:30,42.009
2021-01-01 00:53:00,41.816
2021-01-01 00:53:30,43.465
2021-01-01 00:54:00,44.402
2021-01-01 00:54:30,43.68
2021-01-01 00:55:00,43.725
2021-01-01 00:55:30,44.909
2021-01-01 00:56:00,44.307
2021-01-01 00:56:30,44.498
2021-01-01 00:57:00,45.383
2021-01-01 00:57:30,44.232
2021-01-01 00:58:00,43.132
2021-01-01 00:58:30,41.976
2021-01-01 00:59:00,41.092
2021-01-01 00:59:30,41.79
2021-01-01 01:00:00,43.183
2021-01-01 01:00:30,42.775
2021-01-01 01:01:00,43.496
2021-01-01 01:01:30,42.184
2021-01-01 01:02:00,43.069
2021-01-01 01:02:30,43.772
2021-01-01 01:03:00,43.202
2021-01-01 01:03:30,42.849
2021-01-01 01:04:00,43.242
2021-01-01 01:04:30,43.433
2021-01-01 01:05:00,42.588
2021-01-01 01:05:30,42.847
2021-01-01 01:06:00,42.184
2021-01-01 01:06:30,42.343
2021-01-01 01:07:00,43.609
2021-01-01 01:07:30,42.256
2021-01-01 01:08:00,43.344
2021-01-01 01:08:30,44.196
2021-01-01 01:09:00,44.226
2021-01-01 01:09:30,44.894
2021-01-01 01:10:00,43.96
2021-01-01 01:10:30,42.942
2021-01-01 01:11:00,43.329
2021-01-01 01:11:30,44.062
2021-01-01 01:12:00,43.388
2021-01-01 01:12:30,42.726
2021-01-01 01:13:00,43.797
2021-01-01 01:13:30,42.609
2021-01-01 01:14:00,42.519
2021-01-01 01:14:30,43.213
2021-01-01 01:15:00,44.286
2021-01-01 01:15:30,42.317
2021-01-01 01:16:00,44.531
2021-01-01 01:16:30,43.829
2021-01-01 01:17:00,45.156
2021-01-01 01:17:30,43.926
2021-01-01 01:18:00,42.557
2021-01-01 01:18:30,43.97
2021-01-01 01:19:00,45.585
2021-01-01 01:19:30,45.252
2021-01-01 01:20:00,44.242
2021-01-01 01:20:30,45.478
2021-01-01 01:21:00,46.341
2021-01-01 01:21:30,44.253
2021-01-01 01:22:00,45.381
2021-01-01 01:22:30,44.441
2021-01-01 01:23:00,45.633
2021-01-01 01:23:30,45.923
2021-01-01 01:24:00,44.983
2021-01-01 01:24:30,42.861
2021-01-01 01:25:00,43.304
2021-01-01 01:25:30,43.35
2021-01-01 01:26:00,43.877
2021-01-01 01:26:30,43.291
2021-01-01 01:27:00,42.318
2021-01-01 01:27:30,43.644
2021-01-01 01:28:00,44.233
2021-01-01 01:28:30,44.433
2021-01-01 01:29:00,45.639
2021-01-01 01:29:30,45.541
2021-01-01 01:30:00,45.94
2021-01-01 01:30:30,45.588
2021-01-01 01:31:00,45.904
2021-01-01 01:31:30,45.008
2021-01-01 01:32:00,43.862
2021-01-01 01:32:30,41.297
2021-01-01 01:33:00,41.232
2021-01-01 01:33:30,42.229
2021-01-01 01:34:00,43.24
2021-01-01 01:34:30,43.663
2021-01-01 01:35:00,43.134
2021-01-01 01:35:30,43.285
2021-01-01 01:36:00,45.607
2021-01-01 01:36:30,44.928
2021-01-01 01:37:00,44.047
2021-01-01 01:37:30,44.819
2021-01-01 01:38:00,44.126
2021-01-01 01:38:30,44.521
2021-01-01 01:39:00,45.333
2021-01-01 01:39:30,44.277
2021-01-01 01:40:00,44.731
2021-01-01 01:40:30,45.025
2021-01-01 01:41:00,46.149
2021-01-01 01:41:30,45.726
2021-01-01 01:42:00,46.255
2021-01-01 01:42:30,44.299
2021-01-01 01:43:00,45.643
2021-01-01 01:43:30,46.387
2021-01-01 01:44:00,44.083
2021-01-01 01:44:30,44.9
