Timestamp,S2I
2021-01-01 01:16:00,28.047
2021-01-01 01:16:30,21.214
2021-01-01 01:17:00,26.072
2021-01-01 01:17:30,27.748
2021-01-01 01:18:00,30.913
2021-01-01 01:18:30,27.94
2021-01-01 01:19:00,23.981
2021-01-01 01:19:30,29.915
2021-01-01 01:20:00,32.868
2021-01-01 01:20:30,33.24
2021-01-01 01:21:00,32.329
2021-01-01 01:21:30,31.426
2021-01-01 01:22:00,28.512
2021-01-01 01:22:30,33.563
2021-01-01 01:23:00,30.423
2021-01-01 01:23:30,31.713
2021-01-01 01:24:00,36.631
2021-01-01 01:24:30,28.635
2021-01-01 01:25:00,29.943
2021-01-01 01:25:30,26.036
2021-01-01 01:26:00,32.91
2021-01-01 01:26:30,25.444
2021-01-01 01:27:00,29.318
2021-01-01 01:27:30,29.934
2021-01-01 01:28:00,28.739
2021-01-01 01:28:30,27.293
2021-01-01 01:29:00,29.735
2021-01-01 01:29:30,33.048
2021-01-01 01:30:00,36.306
2021-01-01 01:30:30,33.605
2021-01-01 01:31:00,33.898
2021-01-01 01:31:30,35.605
2021-01-01 01:32:00,30.355
2021-01-01 01:32:30,34.105
2021-01-01 01:33:00,38.087
2021-01-01 01:33:30,35.357
2021-01-01 01:34:00,32.234
2021-01-01 01:34:30,31.834
2021-01-01 01:35:00,35.833
2021-01-01 01:35:30,34.771
2021-01-01 01:36:00,38.613
2021-01-01 01:36:30,33.575
2021-01-01 01:37:00,33.826
2021-01-01 01:37:30,35.667
2021-01-01 01:38:00,34.943
2021-01-01 01:38:30,33.323
2021-01-01 01:39:00,35.343
2021-01-01 01:39:30,34.376
2021-01-01 01:40:00,33.09
2021-01-01 01:40:30,34.262
2021-01-01 01:41:00,34.719
2021-01-01 01:41:30,33.413
2021-01-01 01:42:00,33.24
2021-01-01 01:42:30,31.117
2021-01-01 01:43:00,34.3
2021-01-01 01:43:30,30.249
2021-01-01 01:44:00,31.811
2021-01-01 01:44:30,30.143
2021-01-01 01:45:00,29.934
2021-01-01 01:45:30,31.192
2021-01-01 01:46:00,32.467
2021-01-01 01:46:30,32.713
2021-01-01 01:47:00,34.248
2021-01-01 01:47:30,33.766
2021-01-01 01:48:00,34.676
2021-01-01 01:48:30,34.219
2021-01-01 01:49:00,35.814
2021-01-01 01:49:30,36.533
2021-01-01 01:50:00,33.515
2021-01-01 01:50:30,35.862
2021-01-01 01:51:00,34.281
2021-01-01 01:51:30,35.543
2021-01-01 01:52:00,35.852
2021-01-01 01:52:30,34.5
2021-01-01 01:53:00,38.114
2021-01-01 01:53:30,32.347
2021-01-01 01:54:00,34.581
2021-01-01 01:54:30,32.605
2021-01-01 01:55:00,36.563
2021-01-01 01:55:30,36.9
2021-01-01 01:56:00,36.526
2021-01-01 01:56:30,38.036
2021-01-01 01:57:00,38.547
2021-01-01 01:57:30,35.39
2021-01-01 01:58:00,36.718
2021-01-01 01:58:30,34.895
2021-01-01 01:59:00,33.922
2021-01-01 01:59:30,37.887
2021-01-01 02:00:00,34.686
2021-01-01 02:00:30,35.609
2021-01-01 02:01:00,32.886
2021-01-01 02:01:30,32.006
2021-01-01 02:02:00,32.898
2021-01-01 02:02:30,32.707
2021-01-01 02:03:00,35.805
2021-01-01 02:03:30,35.557
2021-01-01 02:04:00,36.378
2021-01-01 02:04:30,37.089
2021-01-01 02:05:00,36.824
2021-01-01 02:05:30,38.661
2021-01-01 02:06:00,37.006
2021-01-01 02:06:30,35.771
2021-01-01 02:07:00,37.388
2021-01-01 02:07:30,37.081
2021-01-01 02:08:00,37.55
2021-01-01 02:08:30,37.849
2021-01-01 02:09:00,38.402
2021-01-01 02:09:30,37.618
2021-01-01 02:10:00,38.369
2021-01-01 02:10:30,40.813
2021-01-01 02:11:00,39.748
2021-01-01 02:11:30,36.938
2021-01-01 02:12:00,38.225
2021-01-01 02:12:30,38.342
2021-01-01 02:13:00,39.847
2021-01-01 02:13:30,35.19
2021-01-01 02:14:00,39.571
2021-01-01 02:14:30,40.033
2021-01-01 02:15:00,40.498
2021-01-01 02:15:30,36.189
2021-01-01 02:16:00,40.696
2021-01-01 02:16:30,41.809
2021-01-01 02:17:00,39.796
2021-01-01 02:17:30,35.767
2021-01-01 02:18:00,39.991
2021-01-01 02:18:30,36.56
2021-01-01 02:19:00,39.159
2021-01-01 02:19:30,39.108
2021-01-01 02:20:00,35.786
2021-01-01 02:20:30,37.614
2021-01-01 02:21:00,36.911
2021-01-01 02:21:30,36.938
2021-01-01 02:22:00,37.58
2021-01-01 02:22:30,38.631
2021-01-01 02:23:00,36.972
2021-01-01 02:23:30,37.947
2021-01-01 02:24:00,38.718
2021-01-01 02:24:30,39.249
