Timestamp,S6I
2021-01-01 00:00:00,53.697
2021-01-01 00:00:30,54.107
2021-01-01 00:01:00,53.996
2021-01-01 00:01:30,53.872
2021-01-01 00:02:00,53.862
2021-01-01 00:02:30,54.087
2021-01-01 00:03:00,54.018
2021-01-01 00:03:30,53.687
2021-01-01 00:04:00,53.44
2021-01-01 00:04:30,53.472
2021-01-01 00:05:00,53.461
2021-01-01 00:05:30,53.617
2021-01-01 00:06:00,53.504
2021-01-01 00:06:30,53.358
2021-01-01 00:07:00,53.69
2021-01-01 00:07:30,53.716
2021-01-01 00:08:00,53.703
2021-01-01 00:08:30,53.17
2021-01-01 00:09:00,53.262
2021-01-01 00:09:30,53.291
2021-01-01 00:10:00,53.38
2021-01-01 00:10:30,53.327
2021-01-01 00:11:00,53.205
2021-01-01 00:11:30,53.014
2021-01-01 00:12:00,53.039
2021-01-01 00:12:30,53.253
2021-01-01 00:13:00,53.405
2021-01-01 00:13:30,53.195
2021-01-01 00:14:00,53.512
2021-01-01 00:14:30,53.353
2021-01-01 00:15:00,53.358
2021-01-01 00:15:30,53.596
2021-01-01 00:16:00,53.73
2021-01-01 00:16:30,53.861
2021-01-01 00:17:00,54.003
2021-01-01 00:17:30,53.891
2021-01-01 00:18:00,53.942
2021-01-01 00:18:30,53.552
2021-01-01 00:19:00,53.733
2021-01-01 00:19:30,53.826
2021-01-01 00:20:00,53.661
2021-01-01 00:20:30,53.553
2021-01-01 00:21:00,53.46
2021-01-01 00:21:30,53.405
2021-01-01 00:22:00,53.504
2021-01-01 00:22:30,53.172
2021-01-01 00:23:00,52.83
2021-01-01 00:23:30,52.951
2021-01-01 00:24:00,52.975
2021-01-01 00:24:30,52.958
2021-01-01 00:25:00,53.126
2021-01-01 00:25:30,53.117
2021-01-01 00:26:00,53.081
2021-01-01 00:26:30,53.371
2021-01-01 00:27:00,53.352
2021-01-01 00:27:30,53.498
2021-01-01 00:28:00,53.503
2021-01-01 00:28:30,53.831
2021-01-01 00:29:00,53.806
2021-01-01 00:29:30,53.639
2021-01-01 00:30:00,53.333
2021-01-01 00:30:30,53.421
2021-01-01 00:31:00,53.274
2021-01-01 00:31:30,53.256
2021-01-01 00:32:00,53.013
2021-01-01 00:32:30,52.898
2021-01-01 00:33:00,52.682
2021-01-01 00:33:30,52.59
2021-01-01 00:34:00,52.599
2021-01-01 00:34:30,52.593
2021-01-01 00:35:00,52.593
2021-01-01 00:35:30,53.053
2021-01-01 00:36:00,52.928
2021-01-01 00:36:30,53.273
2021-01-01 00:37:00,53.49
2021-01-01 00:37:30,53.537
2021-01-01 00:38:00,53.557
2021-01-01 00:38:30,53.558
2021-01-01 00:39:00,53.391
2021-01-01 00:39:30,53.185
2021-01-01 00:40:00,53.321
2021-01-01 00:40:30,53.245
2021-01-01 00:41:00,53.317
2021-01-01 00:41:30,53.077
2021-01-01 00:42:00,52.905
2021-01-01 00:42:30,52.726
2021-01-01 00:43:00,52.779
2021-01-01 00:43:30,52.875
2021-01-01 00:44:00,52.986
2021-01-01 00:44:30,53.203
2021-01-01 00:45:00,53.235
2021-01-01 00:45:30,53.109
2021-01-01 00:46:00,53.214
2021-01-01 00:46:30,53.249
2021-01-01 00:47:00,53.039
2021-01-01 00:47:30,53.134
2021-01-01 00:48:00,53.075
2021-01-01 00:48:30,53.041
2021-01-01 00:49:00,53.102
2021-01-01 00:49:30,53.1
2021-01-01 00:50:00,52.779
2021-01-01 00:50:30,52.932
2021-01-01 00:51:00,52.762
2021-01-01 00:51:30,52.56
2021-01-01 00:52:00,52.409
2021-01-01 00:52:30,52.512
2021-01-01 00:53:00,52.652
2021-01-01 00:53:30,52.719
2021-01-01 00:54:00,52.803
2021-01-01 00:54:30,52.711
2021-01-01 00:55:00,52.818
2021-01-01 00:55:30,52.594
2021-01-01 00:56:00,52.489
2021-01-01 00:56:30,52.494
2021-01-01 00:57:00,52.321
2021-01-01 00:57:30,52.36
2021-01-01 00:58:00,52.49
2021-01-01 00:58:30,52.756
2021-01-01 00:59:00,52.445
2021-01-01 00:59:30,52.499
2021-01-01 01:00:00,52.57
2021-01-01 01:00:30,52.604
2021-01-01 01:01:00,52.483
2021-01-01 01:01:30,52.444
2021-01-01 01:02:00,52.277
2021-01-01 01:02:30,52.415
2021-01-01 01:03:00,52.5
2021-01-01 01:03:30,52.463
2021-01-01 01:04:00,52.833
2021-01-01 01:04:30,52.908
2021-01-01 01:05:00,52.703
2021-01-01 01:05:30,52.588
2021-01-01 01:06:00,52.447
2021-01-01 01:06:30,52.353
2021-01-01 01:07:00,52.373
2021-01-01 01:07:30,52.313
2021-01-01 01:08:00,52.328
2021-01-01 01:08:30,52.407
