Timestamp,S7I
2021-01-01 00:00:00,53.072
2021-01-01 00:00:30,53.204
2021-01-01 00:01:00,52.81
2021-01-01 00:01:30,52.769
2021-01-01 00:02:00,53.19
2021-01-01 00:02:30,52.968
2021-01-01 00:03:00,52.847
2021-01-01 00:03:30,52.999
2021-01-01 00:04:00,53.082
2021-01-01 00:04:30,52.928
2021-01-01 00:05:00,52.863
2021-01-01 00:05:30,53.185
2021-01-01 00:06:00,52.754
2021-01-01 00:06:30,52.634
2021-01-01 00:07:00,52.71
2021-01-01 00:07:30,52.87
2021-01-01 00:08:00,52.765
2021-01-01 00:08:30,52.567
2021-01-01 00:09:00,52.694
2021-01-01 00:09:30,52.714
2021-01-01 00:10:00,52.554
2021-01-01 00:10:30,52.508
2021-01-01 00:11:00,52.478
2021-01-01 00:11:30,52.364
2021-01-01 00:12:00,52.428
2021-01-01 00:12:30,52.577
2021-01-01 00:13:00,52.476
2021-01-01 00:13:30,52.492
2021-01-01 00:14:00,52.83
2021-01-01 00:14:30,52.536
2021-01-01 00:15:00,52.3
2021-01-01 00:15:30,52.697
2021-01-01 00:16:00,52.682
2021-01-01 00:16:30,52.669
2021-01-01 00:17:00,52.497
2021-01-01 00:17:30,52.708
2021-01-01 00:18:00,53.047
2021-01-01 00:18:30,52.971
2021-01-01 00:19:00,52.966
2021-01-01 00:19:30,52.99
2021-01-01 00:20:00,52.779
2021-01-01 00:20:30,52.723
2021-01-01 00:21:00,53.093
2021-01-01 00:21:30,52.768
2021-01-01 00:22:00,52.779
2021-01-01 00:22:30,52.952
2021-01-01 00:23:00,52.775
2021-01-01 00:23:30,52.445
2021-01-01 00:24:00,52.292
2021-01-01 00:24:30,51.996
2021-01-01 00:25:00,52.304
2021-01-01 00:25:30,52.08
2021-01-01 00:26:00,52.05
2021-01-01 00:26:30,51.958
2021-01-01 00:27:00,52.179
2021-01-01 00:27:30,51.982
2021-01-01 00:28:00,52.318
2021-01-01 00:28:30,52.348
2021-01-01 00:29:00,52.401
2021-01-01 00:29:30,52.729
2021-01-01 00:30:00,52.661
2021-01-01 00:30:30,52.798
2021-01-01 00:31:00,52.917
2021-01-01 00:31:30,52.848
2021-01-01 00:32:00,52.706
2021-01-01 00:32:30,52.46
2021-01-01 00:33:00,52.467
2021-01-01 00:33:30,52.122
2021-01-01 00:34:00,52.197
2021-01-01 00:34:30,51.762
2021-01-01 00:35:00,51.511
2021-01-01 00:35:30,51.392
2021-01-01 00:36:00,51.687
2021-01-01 00:36:30,51.619
2021-01-01 00:37:00,52.174
2021-01-01 00:37:30,52.048
2021-01-01 00:38:00,51.716
2021-01-01 00:38:30,51.861
2021-01-01 00:39:00,52.142
2021-01-01 00:39:30,52.38
2021-01-01 00:40:00,52.274
2021-01-01 00:40:30,52.29
2021-01-01 00:41:00,52.542
2021-01-01 00:41:30,52.433
2021-01-01 00:42:00,52.45
2021-01-01 00:42:30,52.429
2021-01-01 00:43:00,52.095
2021-01-01 00:43:30,52.11
2021-01-01 00:44:00,52.244
2021-01-01 00:44:30,52.288
2021-01-01 00:45:00,52.321
2021-01-01 00:45:30,51.869
2021-01-01 00:46:00,51.845
2021-01-01 00:46:30,51.968
2021-01-01 00:47:00,51.706
2021-01-01 00:47:30,51.618
2021-01-01 00:48:00,52.113
2021-01-01 00:48:30,52.017
2021-01-01 00:49:00,52.132
2021-01-01 00:49:30,52.144
2021-01-01 00:50:00,52.182
2021-01-01 00:50:30,52.289
2021-01-01 00:51:00,52.155
2021-01-01 00:51:30,51.872
2021-01-01 00:52:00,51.687
2021-01-01 00:52:30,51.654
2021-01-01 00:53:00,51.697
2021-01-01 00:53:30,51.715
2021-01-01 00:54:00,51.7
2021-01-01 00:54:30,51.729
2021-01-01 00:55:00,51.947
2021-01-01 00:55:30,51.486
2021-01-01 00:56:00,51.44
2021-01-01 00:56:30,51.207
2021-01-01 00:57:00,51.244
2021-01-01 00:57:30,51.172
2021-01-01 00:58:00,51.441
2021-01-01 00:58:30,51.583
2021-01-01 00:59:00,51.544
2021-01-01 00:59:30,51.719
2021-01-01 01:00:00,51.385
2021-01-01 01:00:30,51.462
2021-01-01 01:01:00,51.541
2021-01-01 01:01:30,51.458
2021-01-01 01:02:00,51.45
2021-01-01 01:02:30,51.203
2021-01-01 01:03:00,50.965
2021-01-01 01:03:30,51.193
2021-01-01 01:04:00,50.714
2021-01-01 01:04:30,50.95
2021-01-01 01:05:00,50.934
2021-01-01 01:05:30,51.049
2021-01-01 01:06:00,51.017
2021-01-01 01:06:30,51.11
2021-01-01 01:07:00,51.319
2021-01-01 01:07:30,51.224
2021-01-01 01:08:00,51.034
2021-01-01 01:08:30,51.014
2021-01-01 01:09:00,51.236
2021-01-01 01:09:30,51.17
2021-01-01 01:10:00,51.224
2021-01-01 01:10:30,51.127
2021-01-01 01:11:00,50.989
2021-01-01 01:11:30,50.945
2021-01-01 01:12:00,50.833
2021-01-01 01:12:30,51.073
2021-01-01 01:13:00,51.189
2021-01-01 01:13:30,51.123
2021-01-01 01:14:00,51.31
2021-01-01 01:14:30,50.789
2021-01-01 01:15:00,51.083
2021-01-01 01:15:30,50.72
2021-01-01 01:16:00,50.54
2021-01-01 01:16:30,50.711
2021-01-01 01:17:00,50.487
2021-01-01 01:17:30,50.329
2021-01-01 01:18:00,50.697
2021-01-01 01:18:30,50.422
2021-01-01 01:19:00,50.601
2021-01-01 01:19:30,50.488
2021-01-01 01:20:00,50.422
2021-01-01 01:20:30,50.627
2021-01-01 01:21:00,50.203
2021-01-01 01:21:30,50.439
2021-01-01 01:22:00,50.172
2021-01-01 01:22:30,50.355
2021-01-01 01:23:00,50.481
2021-01-01 01:23:30,50.731
2021-01-01 01:24:00,50.674
2021-01-01 01:24:30,50.185
2021-01-01 01:25:00,50.403
2021-01-01 01:25:30,50.232
2021-01-01 01:26:00,50.209
2021-01-01 01:26:30,50.414
2021-01-01 01:27:00,50.399
2021-01-01 01:27:30,50.342
2021-01-01 01:28:00,50.629
2021-01-01 01:28:30,50.307
2021-01-01 01:29:00,50.442
2021-01-01 01:29:30,50.438
2021-01-01 01:30:00,50.29
2021-01-01 01:30:30,50.228
2021-01-01 01:31:00,50.266
2021-01-01 01:31:30,50.091
2021-01-01 01:32:00,50.214
2021-01-01 01:32:30,50.206
2021-01-01 01:33:00,49.908
2021-01-01 01:33:30,50.079
2021-01-01 01:34:00,49.797
2021-01-01 01:34:30,49.707
2021-01-01 01:35:00,49.829
2021-01-01 01:35:30,49.57
2021-01-01 01:36:00,49.43
2021-01-01 01:36:30,49.874
2021-01-01 01:37:00,49.692
2021-01-01 01:37:30,50.229
2021-01-01 01:38:00,50.222
2021-01-01 01:38:30,50.223
2021-01-01 01:39:00,49.567
2021-01-01 01:39:30,49.78
2021-01-01 01:40:00,50.151
2021-01-01 01:40:30,50.161
2021-01-01 01:41:00,50.087
2021-01-01 01:41:30,49.697
2021-01-01 01:42:00,49.548
2021-01-01 01:42:30,49.467
2021-01-01 01:43:00,48.902
2021-01-01 01:43:30,49.036
2021-01-01 01:44:00,48.688
2021-01-01 01:44:30,49.14
2021-01-01 01:45:00,49.031
2021-01-01 01:45:30,49.032
2021-01-01 01:46:00,48.152
2021-01-01 01:46:30,48.839
2021-01-01 01:47:00,48.704
2021-01-01 01:47:30,49.11
2021-01-01 01:48:00,48.99
2021-01-01 01:48:30,49.93
2021-01-01 01:49:00,49.918
2021-01-01 01:49:30,49.966
2021-01-01 01:50:00,49.595
2021-01-01 01:50:30,49.365
2021-01-01 01:51:00,49.509
2021-01-01 01:51:30,49.481
2021-01-01 01:52:00,49.383
2021-01-01 01:52:30,49.355
2021-01-01 01:53:00,49.55
2021-01-01 01:53:30,49.424
2021-01-01 01:54:00,49.128
2021-01-01 01:54:30,49.037
2021-01-01 01:55:00,48.762
2021-01-01 01:55:30,48.839
2021-01-01 01:56:00,48.859
2021-01-01 01:56:30,49.086
2021-01-01 01:57:00,48.743
2021-01-01 01:57:30,48.784
2021-01-01 01:58:00,48.417
2021-01-01 01:58:30,48.632
2021-01-01 01:59:00,48.44
2021-01-01 01:59:30,48.435
2021-01-01 02:00:00,48.346
2021-01-01 02:00:30,48.36
2021-01-01 02:01:00,48.686
2021-01-01 02:01:30,48.71
2021-01-01 02:02:00,49.093
2021-01-01 02:02:30,49.39
2021-01-01 02:03:00,48.882
2021-01-01 02:03:30,48.664
2021-01-01 02:04:00,48.782
2021-01-01 02:04:30,48.916
2021-01-01 02:05:00,48.716
2021-01-01 02:05:30,48.739
2021-01-01 02:06:00,48.63
2021-01-01 02:06:30,49.039
2021-01-01 02:07:00,48.568
2021-01-01 02:07:30,48.345
2021-01-01 02:08:00,48.254
2021-01-01 02:08:30,48.229
2021-01-01 02:09:00,48.116
2021-01-01 02:09:30,48.092
2021-01-01 02:10:00,48.085
