Timestamp,CN value,status
2024-06-01 11:26:00,38.875,
2024-06-01 11:27:00,38.969,
2024-06-01 11:27:00,39.031,
2024-06-01 11:28:00,39.062,
2024-06-01 11:28:00,38.781,
2024-06-01 11:29:00,39.094,
2024-06-01 11:29:00,39.281,
2024-06-01 11:30:00,39.25,
2024-06-01 11:30:00,39.0,
2024-06-01 11:31:00,39.344,
2024-06-01 11:31:00,39.125,
2024-06-01 11:32:00,39.438,
2024-06-01 11:32:00,39.312,
2024-06-01 11:33:00,39.406,
2024-06-01 11:33:00,39.5,
2024-06-01 11:34:00,39.781,
2024-06-01 11:34:00,40.0,
2024-06-01 11:35:00,39.656,
2024-06-01 11:35:00,39.719,
2024-06-01 11:36:00,39.406,
2024-06-01 11:36:00,39.469,
2024-06-01 11:37:00,39.094,
2024-06-01 11:37:00,39.188,
2024-06-01 11:38:00,39.062,
2024-06-01 11:38:00,38.656,
2024-06-01 11:39:00,38.531,
2024-06-01 11:39:00,38.531,
2024-06-01 11:40:00,38.719,
2024-06-01 11:40:00,38.562,
2024-06-01 11:41:00,38.344,
2024-06-01 11:41:00,38.219,
2024-06-01 11:42:00,38.406,
2024-06-01 11:42:00,38.344,
2024-06-01 11:43:00,38.094,
2024-06-01 11:43:00,38.25,
2024-06-01 11:44:00,38.375,
2024-06-01 11:44:00,38.656,
2024-06-01 11:45:00,38.438,
2024-06-01 11:45:00,38.75,
2024-06-01 11:46:00,38.875,
2024-06-01 11:46:00,39.281,
2024-06-01 11:47:00,39.312,
2024-06-01 11:47:00,39.406,
2024-06-01 11:48:00,39.625,
2024-06-01 11:48:00,39.438,
2024-06-01 11:49:00,39.625,
2024-06-01 11:49:00,39.656,
2024-06-01 11:50:00,40.031,
2024-06-01 11:50:00,40.312,
2024-06-01 11:51:00,40.156,
2024-06-01 11:51:00,40.062,
2024-06-01 11:52:00,40.156,
2024-06-01 11:52:00,40.062,
2024-06-01 11:53:00,40.438,
2024-06-01 11:53:00,40.188,
2024-06-01 11:54:00,40.219,
2024-06-01 11:54:00,40.188,
2024-06-01 11:55:00,40.375,
2024-06-01 11:55:00,40.094,
2024-06-01 11:56:00,39.594,
2024-06-01 11:56:00,39.469,
2024-06-01 11:57:00,39.719,
2024-06-01 11:57:00,39.938,
2024-06-01 11:58:00,39.312,
2024-06-01 11:58:00,39.25,
2024-06-01 11:59:00,39.281,
2024-06-01 11:59:00,38.906,
2024-06-01 12:00:00,38.594,
2024-06-01 12:00:00,38.531,
2024-06-01 12:01:00,38.156,
2024-06-01 12:01:00,37.969,
2024-06-01 12:02:00,37.469,
2024-06-01 12:02:00,37.5,
2024-06-01 12:03:00,37.625,
2024-06-01 12:03:00,37.188,
2024-06-01 12:04:00,37.219,
2024-06-01 12:04:00,36.938,
2024-06-01 12:05:00,37.281,
2024-06-01 12:05:00,38.0,
2024-06-01 12:06:00,37.438,
2024-06-01 12:06:00,37.219,
2024-06-01 12:07:00,37.5,
2024-06-01 12:07:00,37.344,
2024-06-01 12:08:00,37.438,
2024-06-01 12:08:00,37.219,
2024-06-01 12:09:00,37.281,
2024-06-01 12:09:00,37.688,
2024-06-01 12:10:00,37.062,
2024-06-01 12:10:00,36.844,
2024-06-01 12:11:00,36.438,
2024-06-01 12:11:00,36.125,
2024-06-01 12:12:00,36.0,
2024-06-01 12:12:00,35.781,
2024-06-01 12:13:00,36.094,
2024-06-01 12:13:00,35.719,
2024-06-01 12:14:00,35.75,
2024-06-01 12:14:00,36.094,
2024-06-01 12:15:00,36.156,
2024-06-01 12:15:00,35.719,
2024-06-01 12:16:00,35.25,
2024-06-01 12:16:00,35.125,
2024-06-01 12:17:00,35.406,
2024-06-01 12:17:00,34.938,
2024-06-01 12:18:00,34.812,
2024-06-01 12:18:00,34.375,
2024-06-01 12:19:00,34.688,
2024-06-01 12:19:00,35.125,
2024-06-01 12:20:00,34.781,
2024-06-01 12:20:00,34.938,
2024-06-01 12:21:00,35.062,
2024-06-01 12:21:00,34.719,
2024-06-01 12:22:00,34.75,
2024-06-01 12:22:00,34.562,
2024-06-01 12:23:00,33.562,
2024-06-01 12:23:00,33.406,
2024-06-01 12:24:00,33.406,
2024-06-01 12:24:00,33.688,
2024-06-01 12:25:00,33.719,
2024-06-01 12:25:00,33.656,
2024-06-01 12:26:00,33.844,
2024-06-01 12:26:00,34.5,
2024-06-01 12:27:00,33.656,
2024-06-01 12:27:00,33.125,
2024-06-01 12:28:00,33.75,
2024-06-01 12:28:00,34.375,
2024-06-01 12:29:00,34.75,
2024-06-01 12:29:00,34.406,
2024-06-01 12:30:00,34.75,
2024-06-01 12:30:00,34.594,
2024-06-01 12:31:00,34.156,
2024-06-01 12:31:00,33.75,
2024-06-01 12:32:00,33.844,
2024-06-01 12:32:00,33.812,
2024-06-01 12:33:00,34.312,
2024-06-01 12:33:00,34.906,
2024-06-01 12:34:00,34.75,
2024-06-01 12:34:00,34.0,
2024-06-01 12:35:00,34.344,
2024-06-01 12:35:00,34.312,
2024-06-01 12:36:00,34.031,
2024-06-01 12:36:00,33.719,
2024-06-01 12:37:00,34.031,
2024-06-01 12:37:00,33.625,
2024-06-01 12:38:00,32.906,
2024-06-01 12:38:00,32.562,
2024-06-01 12:39:00,32.406,
2024-06-01 12:39:00,32.344,
2024-06-01 12:40:00,32.406,
2024-06-01 12:40:00,32.562,
2024-06-01 12:41:00,32.25,
2024-06-01 12:41:00,31.906,
2024-06-01 12:42:00,31.625,
2024-06-01 12:42:00,31.938,
2024-06-01 12:43:00,31.719,
2024-06-01 12:43:00,31.531,
2024-06-01 12:44:00,31.156,
2024-06-01 12:44:00,30.812,
2024-06-01 12:45:00,31.594,
2024-06-01 12:45:00,30.844,
2024-06-01 12:46:00,30.188,
2024-06-01 12:46:00,30.156,
2024-06-01 12:47:00,30.156,
2024-06-01 12:47:00,30.156,
2024-06-01 12:48:00,30.0,
2024-06-01 12:48:00,29.656,
2024-06-01 12:49:00,29.781,
2024-06-01 12:49:00,29.344,
2024-06-01 12:50:00,29.219,
2024-06-01 12:50:00,29.812,
2024-06-01 12:51:00,29.969,
2024-06-01 12:51:00,28.906,
2024-06-01 12:52:00,29.0,
2024-06-01 12:52:00,30.312,
2024-06-01 12:53:00,30.375,
2024-06-01 12:53:00,30.219,
2024-06-01 12:54:00,29.531,
2024-06-01 12:54:00,29.688,
2024-06-01 12:55:00,29.281,
2024-06-01 12:55:00,28.656,
2024-06-01 12:56:00,28.031,
2024-06-01 12:56:00,27.969,
2024-06-01 12:57:00,27.375,
2024-06-01 12:57:00,26.75,
2024-06-01 12:58:00,26.688,
2024-06-01 12:58:00,26.125,
2024-06-01 12:59:00,26.594,
2024-06-01 12:59:00,26.469,
2024-06-01 17:53:00,24.594,
2024-06-01 17:53:00,25.031,
2024-06-01 17:54:00,24.625,
2024-06-01 17:54:00,24.344,
2024-06-01 17:55:00,24.812,
2024-06-01 17:55:00,25.312,
2024-06-01 17:56:00,25.438,
2024-06-01 17:56:00,25.906,
2024-06-01 17:57:00,25.719,
2024-06-01 17:57:00,25.312,
2024-06-01 17:58:00,24.938,
2024-06-01 17:58:00,25.938,
2024-06-01 17:59:00,26.312,
2024-06-01 17:59:00,26.062,
2024-06-01 18:00:00,26.188,
2024-06-01 18:00:00,26.656,
2024-06-01 18:01:00,27.25,
2024-06-01 18:01:00,26.812,
2024-06-01 18:02:00,26.625,
2024-06-01 18:02:00,27.781,
2024-06-01 18:03:00,28.875,
2024-06-01 18:03:00,28.375,
2024-06-01 18:04:00,28.312,
2024-06-01 18:04:00,29.062,
2024-06-01 18:05:00,28.75,
2024-06-01 18:05:00,28.844,
2024-06-01 18:06:00,28.719,
2024-06-01 18:06:00,28.906,
2024-06-01 18:07:00,29.156,
2024-06-01 18:07:00,28.812,
2024-06-01 18:08:00,28.5,
2024-06-01 18:08:00,28.906,
2024-06-01 18:09:00,28.875,
2024-06-01 18:09:00,28.5,
2024-06-01 18:10:00,28.875,
2024-06-01 18:10:00,29.062,
2024-06-01 18:11:00,28.938,
2024-06-01 18:11:00,29.094,
2024-06-01 18:12:00,29.75,
2024-06-01 18:12:00,29.219,
2024-06-01 18:13:00,29.656,
2024-06-01 18:13:00,29.969,
2024-06-01 18:14:00,30.25,
2024-06-01 18:14:00,30.875,
2024-06-01 18:15:00,30.438,
2024-06-01 18:15:00,30.625,
2024-06-01 18:16:00,30.719,
2024-06-01 18:16:00,30.219,
2024-06-01 18:17:00,30.594,
2024-06-01 18:17:00,30.375,
2024-06-01 18:18:00,29.562,
2024-06-01 18:18:00,30.344,
2024-06-01 18:19:00,29.969,
2024-06-01 18:19:00,30.094,
2024-06-01 18:20:00,30.375,
2024-06-01 18:20:00,30.406,
2024-06-01 18:21:00,31.0,
2024-06-01 18:21:00,30.812,
2024-06-01 18:22:00,31.875,
2024-06-01 18:22:00,31.531,
2024-06-01 18:23:00,32.094,
2024-06-01 18:23:00,32.25,
2024-06-01 18:24:00,32.031,
2024-06-01 18:24:00,32.562,
2024-06-01 18:25:00,32.156,
2024-06-01 18:25:00,32.406,
2024-06-01 18:26:00,32.125,
2024-06-01 18:26:00,32.125,
2024-06-01 18:27:00,31.938,
2024-06-01 18:27:00,31.906,
2024-06-01 18:28:00,32.375,
2024-06-01 18:28:00,31.906,
2024-06-01 18:29:00,31.938,
2024-06-01 18:29:00,32.438,
2024-06-01 18:30:00,32.219,
2024-06-01 18:30:00,31.906,
2024-06-01 18:31:00,32.094,
2024-06-01 18:31:00,32.25,
2024-06-01 18:32:00,32.469,
2024-06-01 18:32:00,32.531,
2024-06-01 18:33:00,32.812,
2024-06-01 18:33:00,32.969,
2024-06-01 18:34:00,32.219,
2024-06-01 18:34:00,31.969,
2024-06-01 18:35:00,31.25,
2024-06-01 18:35:00,31.062,
2024-06-01 18:36:00,30.656,
2024-06-01 18:36:00,30.219,
2024-06-01 18:37:00,30.25,
2024-06-01 18:37:00,29.969,
2024-06-01 18:38:00,29.812,
2024-06-01 18:38:00,29.312,
2024-06-01 18:39:00,29.062,
2024-06-01 18:39:00,28.75,
2024-06-01 18:40:00,28.75,
2024-06-01 18:40:00,28.469,
2024-06-01 18:41:00,28.062,
2024-06-01 18:41:00,27.219,
2024-06-01 18:42:00,27.375,
2024-06-01 18:42:00,27.719,
2024-06-01 18:43:00,28.438,
2024-06-01 18:43:00,28.531,
2024-06-01 18:44:00,28.875,
2024-06-01 18:44:00,29.156,
2024-06-01 18:45:00,29.562,
2024-06-01 18:45:00,30.062,
2024-06-01 18:46:00,29.969,
2024-06-01 18:46:00,29.75,
2024-06-01 18:47:00,29.562,
2024-06-01 18:47:00,29.938,
2024-06-01 18:48:00,30.219,
2024-06-01 18:48:00,30.125,
2024-06-01 18:49:00,30.594,
2024-06-01 18:49:00,30.5,
2024-06-01 18:50:00,30.188,
2024-06-01 18:50:00,30.75,
2024-06-01 18:51:00,30.531,
2024-06-01 18:51:00,30.562,
2024-06-01 18:52:00,30.531,
2024-06-01 18:52:00,30.219,
2024-06-01 18:53:00,30.25,
2024-06-01 18:53:00,30.406,
2024-06-01 18:54:00,31.062,
2024-06-01 18:54:00,30.75,
2024-06-01 18:55:00,30.656,
2024-06-01 18:55:00,30.406,
2024-06-01 18:56:00,30.406,
2024-06-01 18:56:00,30.781,
2024-06-01 18:57:00,30.25,
2024-06-01 18:57:00,30.5,
2024-06-01 18:58:00,30.156,
2024-06-01 18:58:00,29.938,
2024-06-01 18:59:00,30.281,
2024-06-01 18:59:00,30.438,
2024-06-01 19:00:00,31.0,
2024-06-01 19:00:00,30.719,
2024-06-01 19:01:00,30.812,
2024-06-01 19:01:00,31.25,
2024-06-01 19:02:00,31.938,
2024-06-01 19:02:00,32.094,
2024-06-01 19:03:00,32.5,
2024-06-01 19:03:00,32.344,
2024-06-01 19:04:00,32.188,
2024-06-01 19:04:00,32.344,
2024-06-01 19:05:00,33.0,
2024-06-01 19:05:00,32.969,
2024-06-01 19:06:00,33.125,
2024-06-01 19:06:00,33.719,
2024-06-01 19:07:00,34.125,
2024-06-01 19:07:00,33.5,
2024-06-01 19:08:00,33.312,
2024-06-01 19:08:00,33.25,
2024-06-01 19:09:00,33.312,
2024-06-01 19:09:00,33.062,
2024-06-01 19:10:00,33.406,
2024-06-01 19:10:00,33.531,
2024-06-01 19:11:00,33.719,
2024-06-01 19:11:00,33.688,
2024-06-01 19:12:00,34.031,
2024-06-01 19:12:00,34.0,
2024-06-01 19:13:00,33.75,
2024-06-01 19:13:00,34.156,
2024-06-01 19:14:00,34.469,
2024-06-01 19:14:00,33.969,
2024-06-01 19:15:00,33.5,
2024-06-01 19:15:00,33.469,
2024-06-01 19:16:00,33.188,
2024-06-01 19:16:00,32.812,
2024-06-01 19:17:00,32.688,
2024-06-01 19:17:00,32.844,
2024-06-01 19:18:00,32.562,
2024-06-01 19:18:00,32.25,
2024-06-01 19:19:00,31.906,
2024-06-01 19:19:00,31.625,
2024-06-01 19:20:00,31.5,
2024-06-01 19:20:00,31.5,
2024-06-01 19:21:00,31.688,
2024-06-01 19:21:00,31.438,
2024-06-01 19:22:00,32.344,
2024-06-01 19:22:00,32.969,
2024-06-01 19:23:00,32.656,
2024-06-01 19:23:00,32.844,
2024-06-01 19:24:00,33.344,
2024-06-01 19:24:00,33.312,
2024-06-01 19:25:00,32.688,
2024-06-01 19:25:00,32.938,
2024-06-01 19:26:00,32.188,
2024-06-01 19:26:00,31.219,
2024-06-01 19:27:00,31.469,
2024-06-01 19:27:00,31.094,
2024-06-01 19:28:00,30.719,
2024-06-01 19:28:00,30.125,
2024-06-01 19:29:00,30.75,
2024-06-01 19:29:00,30.625,
2024-06-01 19:30:00,30.625,
2024-06-01 19:30:00,30.75,
2024-06-01 19:31:00,30.625,
2024-06-01 19:31:00,30.688,
2024-06-02 09:18:00,34.906,1.0
2024-06-02 09:19:00,34.062,1.0
2024-06-02 09:19:00,34.781,1.0
2024-06-02 09:20:00,34.938,1.0
2024-06-02 09:20:00,35.562,1.0
2024-06-02 09:21:00,35.219,1.0
2024-06-02 09:21:00,35.062,1.0
2024-06-02 09:22:00,34.156,1.0
2024-06-02 09:22:00,34.156,1.0
2024-06-02 09:23:00,34.094,1.0
2024-06-02 09:23:00,34.875,1.0
2024-06-02 09:24:00,35.594,1.0
2024-06-02 09:24:00,35.062,1.0
2024-06-02 09:25:00,34.75,1.0
2024-06-02 09:25:00,34.625,1.0
2024-06-02 09:26:00,34.156,1.0
2024-06-02 09:26:00,35.406,1.0
2024-06-02 09:27:00,36.688,1.0
2024-06-02 09:27:00,36.281,1.0
2024-06-02 09:28:00,35.938,1.0
2024-06-02 09:28:00,35.469,1.0
2024-06-02 09:29:00,35.125,1.0
2024-06-02 09:29:00,35.688,1.0
2024-06-02 09:30:00,36.031,1.0
2024-06-02 09:30:00,36.312,1.0
2024-06-02 09:31:00,36.469,1.0
2024-06-02 09:31:00,35.719,1.0
2024-06-02 09:32:00,35.719,1.0
2024-06-02 09:32:00,35.906,1.0
2024-06-02 09:33:00,36.625,1.0
2024-06-02 09:33:00,36.781,1.0
2024-06-02 09:34:00,36.531,1.0
2024-06-02 09:34:00,37.125,1.0
2024-06-02 09:35:00,37.312,1.0
2024-06-02 09:35:00,37.969,1.0
2024-06-02 09:36:00,35.156,1.0
2024-06-02 09:36:00,29.75,0.0
2024-06-02 09:37:00,29.875,0.0
2024-06-02 09:37:00,30.312,0.0
2024-06-02 09:38:00,30.469,0.0
2024-06-02 09:38:00,30.375,0.0
2024-06-02 09:39:00,30.656,0.0
2024-06-02 09:39:00,30.031,0.0
2024-06-02 09:40:00,30.156,0.0
2024-06-02 09:40:00,30.688,0.0
2024-06-02 09:41:00,30.531,0.0
2024-06-02 09:41:00,31.281,0.0
2024-06-02 09:42:00,30.781,0.0
2024-06-02 09:42:00,31.094,0.0
2024-06-02 09:43:00,31.344,0.0
2024-06-02 09:43:00,31.469,0.0
2024-06-02 09:44:00,32.125,0.0
2024-06-02 09:44:00,32.344,0.0
2024-06-02 09:45:00,32.031,0.0
2024-06-02 09:45:00,31.719,0.0
2024-06-02 09:46:00,31.656,0.0
2024-06-02 09:46:00,32.25,0.0
2024-06-02 09:47:00,32.312,0.0
2024-06-02 09:47:00,31.969,0.0
2024-06-02 09:48:00,32.531,0.0
2024-06-02 09:48:00,32.5,0.0
2024-06-02 09:49:00,33.531,0.0
2024-06-02 09:49:00,33.312,0.0
2024-06-02 09:50:00,34.062,0.0
2024-06-02 09:50:00,34.344,0.0
2024-06-02 09:51:00,34.625,0.0
2024-06-02 09:51:00,34.938,0.0
2024-06-02 09:52:00,35.188,0.0
2024-06-02 09:52:00,35.156,0.0
2024-06-02 09:53:00,34.625,0.0
2024-06-02 09:53:00,34.75,0.0
2024-06-02 09:54:00,34.75,0.0
2024-06-02 09:54:00,34.875,0.0
2024-06-02 09:55:00,35.219,0.0
2024-06-02 09:55:00,35.094,0.0
2024-06-02 09:56:00,35.406,0.0
2024-06-02 09:56:00,35.562,0.0
2024-06-02 09:57:00,35.938,0.0
2024-06-02 09:57:00,36.031,0.0
2024-06-02 09:58:00,36.094,0.0
2024-06-02 09:58:00,36.219,0.0
2024-06-02 09:59:00,36.469,0.0
2024-06-02 09:59:00,36.5,0.0
2024-06-02 10:00:00,36.406,0.0
2024-06-02 10:00:00,36.5,0.0
2024-06-02 10:01:00,36.812,0.0
2024-06-02 10:01:00,37.031,0.0
2024-06-02 10:02:00,37.188,0.0
2024-06-02 10:02:00,36.906,0.0
2024-06-02 10:03:00,37.594,0.0
2024-06-02 10:03:00,37.812,0.0
2024-06-02 10:04:00,38.0,0.0
2024-06-02 10:04:00,37.969,0.0
2024-06-02 10:05:00,38.438,0.0
2024-06-02 10:05:00,38.438,0.0
2024-06-02 10:06:00,38.469,0.0
2024-06-02 10:06:00,38.312,0.0
2024-06-02 10:07:00,38.469,0.0
2024-06-02 10:07:00,38.375,0.0
2024-06-02 10:08:00,38.5,0.0
2024-06-02 10:08:00,38.594,0.0
2024-06-02 10:09:00,38.719,0.0
2024-06-02 10:09:00,38.781,0.0
2024-06-02 10:10:00,38.656,0.0
2024-06-02 10:10:00,38.75,0.0
2024-06-02 10:11:00,38.75,0.0
2024-06-02 10:11:00,38.719,0.0
2024-06-02 10:12:00,38.969,0.0
2024-06-02 10:12:00,39.375,0.0
2024-06-02 10:13:00,39.625,0.0
2024-06-02 10:13:00,39.969,0.0
2024-06-02 10:14:00,40.0,0.0
2024-06-02 10:14:00,39.875,0.0
2024-06-02 10:15:00,39.969,0.0
2024-06-02 10:15:00,40.031,0.0
2024-06-02 10:16:00,40.188,0.0
2024-06-02 10:16:00,40.406,0.0
2024-06-02 10:17:00,40.531,0.0
2024-06-02 10:17:00,40.812,0.0
2024-06-02 10:18:00,40.906,0.0
2024-06-02 10:18:00,40.688,0.0
2024-06-02 10:19:00,40.75,0.0
